Sentence_id,Text,Speaker,Speaker_title,Speaker_party,File_id,Length,Line_number,Sentiment,Verdict
1150,And I know that everybody uh - makes mistakes.,Jimmy Carter,Governor,DEMOCRAT,1976-10-22.txt,9,171,-0.823504,-1
1204,"Well, first, uh - let me set the record straight.",Gerald R. Ford,President,REPUBLICAN,1976-10-22.txt,10,225,0.52154,-1
1233,I would do the opposite in every respect.,Jimmy Carter,Governor,DEMOCRAT,1976-10-22.txt,8,254,0.219711,-1
1242,"A mayor of a city like New York, for instance, needs to know uh - eighteen months or two years ahead of time what responsibility the city will have in administration and in financing - in things like housing, uh - pollution control, uh - crime control, education, welfare and health.",Jimmy Carter,Governor,DEMOCRAT,1976-10-22.txt,51,263,0.281942,-1
1255,The last point is that the major - uh thrust has gotta be to put people back to work.,Jimmy Carter,Governor,DEMOCRAT,1976-10-22.txt,19,276,-0.620316,-1
1260,"And over a longer period of time, let the federal government begin to absorb part of it that's now paid by the state governments.",Jimmy Carter,Governor,DEMOCRAT,1976-10-22.txt,24,281,0.0,-1
1263,Let me uh - speak out very strongly.,Gerald R. Ford,President,REPUBLICAN,1976-10-22.txt,8,284,0.240223,-1
1311,I would not work hard to support any of those.,Jimmy Carter,Governor,DEMOCRAT,1976-10-22.txt,10,332,0.0,-1
1342,"Uh - Mr. Maynard, uh - the record of gun control, whether it's one city or another or in some states, does not show that the registration of a gun, handgun, or the registration of the gun owner, has in any way whatsoever decreased the crime rate or the use of that gun in the committing of a crime.",Gerald R. Ford,President,REPUBLICAN,1976-10-22.txt,59,363,-0.805866,1
1406,"Well, I think the answer uh - as to the kind of person that I would select uh - is obvious.",Gerald R. Ford,President,REPUBLICAN,1976-10-22.txt,21,427,0.0,-1
1448,"Now, uh - I'd like to point out as well that the United States' economic recovery from the recession of a year ago is well ahead of the economic recovery of any major free industrial nation in the world today.",Gerald R. Ford,President,REPUBLICAN,1976-10-22.txt,40,469,0.295206,1
1459,"In the last month, we've had a net loss of one hundred and sixty-three thousand jobs.",Jimmy Carter,Governor,DEMOCRAT,1976-10-22.txt,16,480,-0.70562,1
1466,The economic growth is less than half today what it was at the beginning of this year.,Jimmy Carter,Governor,DEMOCRAT,1976-10-22.txt,17,487,-0.342009,1
1502,That's an overwhelming support from my own people who know me best.,Jimmy Carter,Governor,DEMOCRAT,1976-10-22.txt,12,523,0.896042,-1
1517,"We have reduced the number of people in the Army, Navy, Air Force and Marines from three million, one hundred - three million, five hundred thousand to two mil- lion one hundred thousand.",Gerald R. Ford,President,REPUBLICAN,1976-10-22.txt,33,538,-0.603884,1
1537,"That uh - situation called for me to first put the United States on a steady course and to keep our keel well balanced, because we had to face the difficult problems that had all of a sudden hit America.",Gerald R. Ford,President,REPUBLICAN,1976-10-22.txt,40,558,-0.331265,-1
1546,We have cut inflation by better than half.,Gerald R. Ford,President,REPUBLICAN,1976-10-22.txt,8,567,0.0,1
1554,I love America just as all of you love America.,Gerald R. Ford,President,REPUBLICAN,1976-10-22.txt,10,575,0.862005,-1
1571,"I was a school board member, and a library board member.",Jimmy Carter,Governor,DEMOCRAT,1976-10-22.txt,11,592,0.0,0
1576,I was Governor of Georgia for four years.,Jimmy Carter,Governor,DEMOCRAT,1976-10-22.txt,8,597,0.0,0
1582,We don't have good health care.,Jimmy Carter,Governor,DEMOCRAT,1976-10-22.txt,6,603,0.0,-1
1596,Now I don't know all the answers.,Jimmy Carter,Governor,DEMOCRAT,1976-10-22.txt,7,617,-0.310057,-1
1600,We might have to do it slowly.,Jimmy Carter,Governor,DEMOCRAT,1976-10-22.txt,7,621,-0.244352,-1
1604,"I believe in the greatness of our country, and I believe the American people are ready for a change in Washington.",Jimmy Carter,Governor,DEMOCRAT,1976-10-22.txt,21,625,0.728241,-1
1669,I've got a different view.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,5,43,0.462835,-1
1674,And I'm looking forward to having that debate.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,8,48,0.598272,-1
1686,"I was in Dayton, Ohio, and a woman grabbed my arm and she said, ""I've been out of work since May.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,21,60,-0.346145,0
1698,"Crack down on China, if and when they cheat.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,9,72,-0.39371,-1
1746,"Health care costs have gone up by $2,500 a family.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,10,120,0.334011,1
1943,What things would I cut from spending?,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,7,317,-0.480799,-1
2055,The oil industry gets $4 billion a year in corporate welfare.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,11,429,0.0,1
2136,My grandmother died three days before I was elected president.,Barack Obama,President,DEMOCRAT,2012-10-03.txt,10,510,0.0,0
2148,"And using that money, we were actually able to lower prescription drug costs for seniors by an average of $600, and we were also able to make a -- make a significant dent in providing them the kind of preventive care that will ultimately save money through the -- throughout the system.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,52,522,0.522042,1
2156,"But for younger people, we need to talk about what changes are going to be occurring.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,16,530,-0.277009,-1
2363,"You know, I was in New Hampshire.",Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,7,737,0.0,0
2453,"And over the last two years, health care premiums have gone up -- it's true -- but they've gone up slower than any time in the last 50 years.",Barack Obama,President,DEMOCRAT,2012-10-03.txt,29,827,-0.74628,1
2591,The proof of that is 1 out of 6 people in poverty.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,12,965,-0.740788,1
2688,And Republicans and Democrats both love America.,Mitt Romney,Governor,REPUBLICAN,2012-10-03.txt,7,1062,-0.335802,-1
2842,"I believe that the United States ha- had many successes in recent years, in recent months, as far as the Communist movement is concerned.",Gerald R. Ford,President,REPUBLICAN,1976-10-06.txt,24,74,0.0,-1
2855,We wanted to have majority rule with the full protection of the rights of the minority.,Gerald R. Ford,President,REPUBLICAN,1976-10-06.txt,16,87,0.0,-1
2879,And we have weakened our position in NATO because the other countries in Europe supported the democ- democratic forces in Portugal long before we did; we stuck to the Portugal dictatorships much longer than other democracies did in this world.,Jimmy Carter,Governor,DEMOCRAT,1976-10-06.txt,40,111,-0.487843,1
2888,I am a graduate of the U.S.,Jimmy Carter,Governor,DEMOCRAT,1976-10-06.txt,7,120,0.0,0
2902,"Every time Mr. Ford speaks from a position of secrecy in negotiations, in secret - in secret treaties that've been uh - pursued and achieved, in supporting dictatorships, in ignoring human rights, we are weak and the rest of the world knows it.",Jimmy Carter,Governor,DEMOCRAT,1976-10-06.txt,43,134,-0.669412,-1
2971,The Soviet Union is still jamming Radio Free Europe - Radio - uh- uh - Radio Free Europe is being jammed.,Jimmy Carter,Governor,DEMOCRAT,1976-10-06.txt,21,203,-0.435517,1
2976,One press conference he had without sound.,Jimmy Carter,Governor,DEMOCRAT,1976-10-06.txt,7,208,0.0,0
3013,"As a matter of fact, Iran is gonna get eighty F-14s before we even meet our own Air Force orders for F-l4s.",Jimmy Carter,Governor,DEMOCRAT,1976-10-06.txt,22,245,-0.486984,1
3024,We have made available to the Israelis over 45 percent of the total economic and military aid since the establishment of Israel twenty-seven years ago.,Gerald R. Ford,President,REPUBLICAN,1976-10-06.txt,25,256,-0.243526,1
3029,Iran has Iraq as one of its neighbors.,Gerald R. Ford,President,REPUBLICAN,1976-10-06.txt,8,261,-0.586502,0
3073,"I would uh - also like to point out that we, in this country, have let our economy go down the drain.",Jimmy Carter,Governor,DEMOCRAT,1976-10-06.txt,22,305,-0.836688,-1
3090,"Now, I can't say when this can come.",Jimmy Carter,Governor,DEMOCRAT,1976-10-06.txt,8,322,-0.599615,-1
3110,"In Puerto Rico this year, I met with six of the leading industrial nations' heads of state to meet the problem of inflation so we would be able to solve it before it got out of hand.",Gerald R. Ford,President,REPUBLICAN,1976-10-06.txt,37,342,-0.327993,0
3111,I have met with the heads of government bilaterally as well as multilaterally.,Gerald R. Ford,President,REPUBLICAN,1976-10-06.txt,13,343,0.0,0
3130,"In the meantime, there has developed the problem of the Soviet Backfire - their high-performance aircraft which they say is not a long-range aircraft and which some of our people say is a intercontinental aircraft.",Gerald R. Ford,President,REPUBLICAN,1976-10-06.txt,35,362,0.0,1
3139,"I believe that the cruise missiles which we are now developing in research and development across the spectrum from air, from the sea, or from the land, uh - can be uh - included within a SALT II agreement.",Gerald R. Ford,President,REPUBLICAN,1976-10-06.txt,39,371,0.0,-1
3262,Now I would be willing to go ahead with negotiations.,Jimmy Carter,Governor,DEMOCRAT,1976-10-06.txt,10,494,0.781036,-1
3321,It may later be Catholics; it may be - later be Baptists who are threatened by some foreign country.,Jimmy Carter,Governor,DEMOCRAT,1976-10-06.txt,19,553,0.0,-1
3322,But we ought to stand staunch.,Jimmy Carter,Governor,DEMOCRAT,1976-10-06.txt,6,554,-0.600539,-1
3339,But not until they have given us the full accounting of our MIAs.,Gerald R. Ford,President,REPUBLICAN,1976-10-06.txt,13,571,-0.477679,-1
3369,"I remember the world with NATO, and the world of Point Four, and the world of the Marshall Plan, and the world of the Peace Corps.",Jimmy Carter,Governor,DEMOCRAT,1976-10-06.txt,26,601,0.662377,-1
3384,Not a single young American today is fighting or dying on any foreign battlefield.,Gerald R. Ford,President,REPUBLICAN,1976-10-06.txt,14,616,-0.526227,1
3385,America is at peace and with freedom.,Gerald R. Ford,President,REPUBLICAN,1976-10-06.txt,7,617,0.617817,-1
3423,"Well, thank you very much, Jim, and thanks to the commission and the University of Mississippi, Ole Miss, for hosting us tonight.",Barack Obama,Senator,DEMOCRAT,2008-09-26.txt,22,30,0.730678,-1
3429,How's it going to affect my job?,Barack Obama,Senator,DEMOCRAT,2008-09-26.txt,7,36,-0.526864,-1
3436,"Number three, we've got to make sure that none of that money is going to pad CEO bank accounts or to promote golden parachutes.",Barack Obama,Senator,DEMOCRAT,2008-09-26.txt,24,43,-0.458236,-1
3440,And I think that the fundamentals of the economy have to be measured by whether or not the middle class is getting a fair shake.,Barack Obama,Senator,DEMOCRAT,2008-09-26.txt,25,47,0.445473,-1
3441,"That's why I'm running for president, and that's what I hope we're going to be talking about tonight.",Barack Obama,Senator,DEMOCRAT,2008-09-26.txt,18,48,0.217055,-1
3519,Are you afraid I couldn't hear him?,John McCain,Senator,REPUBLICAN,2008-09-26.txt,7,126,-0.781753,-1
3539,"And I still believe, under the right leadership, our best days are ahead of us.",John McCain,Senator,REPUBLICAN,2008-09-26.txt,15,146,0.916827,-1
3545,It's gone -- we have now presided over the largest increase in the size of government since the Great Society.,John McCain,Senator,REPUBLICAN,2008-09-26.txt,20,152,0.0,1
3555,"I've got a pen, and I'm going to veto every single spending bill that comes across my desk.",John McCain,Senator,REPUBLICAN,2008-09-26.txt,18,162,-0.79661,-1
3579,Maybe to Senator Obama it's not a lot of money.,John McCain,Senator,REPUBLICAN,2008-09-26.txt,10,186,-0.550554,-1
3583,Do you know that it's gone completely out of control to the point where it corrupts people?,John McCain,Senator,REPUBLICAN,2008-09-26.txt,17,190,-0.728904,-1
3595,The worst thing we could do in this economic climate is to raise people's taxes.,John McCain,Senator,REPUBLICAN,2008-09-26.txt,15,202,-0.87205,-1
3647,"I know we have to, but this is a classic example of walking the walk and talking the talk.",John McCain,Senator,REPUBLICAN,2008-09-26.txt,19,254,0.9422,-1
3694,We've got to make sure that our children are keeping pace in math and in science.,Barack Obama,Senator,DEMOCRAT,2008-09-26.txt,16,301,0.457165,-1
3695,And one of the things I think we have to do is make sure that college is affordable for every young person in America.,Barack Obama,Senator,DEMOCRAT,2008-09-26.txt,24,302,0.851606,-1
3698,So there are some -- some things that we've got to do structurally to make sure that we can compete in this global economy.,Barack Obama,Senator,DEMOCRAT,2008-09-26.txt,24,305,0.380829,-1
3752,"Look, we are sending $700 billion a year overseas to countries that don't like us very much.",John McCain,Senator,REPUBLICAN,2008-09-26.txt,17,359,0.0,1
3896,"Senator McCain cut -- Senator McCain opposed funding for troops in legislation that had a timetable, because he didn't believe in a timetable.",Barack Obama,Senator,DEMOCRAT,2008-09-26.txt,23,503,-0.20247,1
3975,But we have to get the cooperation of the people in those areas.,John McCain,Senator,REPUBLICAN,2008-09-26.txt,13,582,0.0,-1
4202,But we have to have a president who is clear that you don't deal with Russia based on staring into his eyes and seeing his soul.,Barack Obama,Senator,DEMOCRAT,2008-09-26.txt,26,809,0.0,-1
4250,The second point I want to make is -- is the issue of energy.,Barack Obama,Senator,DEMOCRAT,2008-09-26.txt,14,857,0.0,-1
4275,"So I want to say that, with the Nunn-Lugar thing...",John McCain,Senator,REPUBLICAN,2008-09-26.txt,10,882,-0.283482,-1
4336,"The other thing that we have to focus on, though, is Al Qaida.",Barack Obama,Senator,DEMOCRAT,2008-09-26.txt,13,943,0.0,-1
4387,That sense is something that I want to restore.,Barack Obama,Senator,DEMOCRAT,2008-09-26.txt,9,994,0.358734,-1
4390,"And I -- and I honestly don't believe that Senator Obama has the knowledge or experience and has made the wrong judgments in a number of areas, including his initial reaction to Russian invasion -- aggression in Georgia, to his -- you know, we've seen this stubbornness before in this administration to cling to a belief that somehow the surge has not succeeded and failing to acknowledge that he was wrong about the surge is -- shows to me that we -- that -- that we need more flexibility in a president of the United States than that.",John McCain,Senator,REPUBLICAN,2008-09-26.txt,98,997,-0.594782,-1
4393,And I know that they know that I'll take care of them.,John McCain,Senator,REPUBLICAN,2008-09-26.txt,12,1000,0.0,-1
4398,And that's going to be my job.,John McCain,Senator,REPUBLICAN,2008-09-26.txt,7,1005,0.568404,-1
4401,I don't think I need any on-the-job training.,John McCain,Senator,REPUBLICAN,2008-09-26.txt,8,1008,-0.531267,-1
5487,"Well, let -- let me say, Bob, thank you.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,9,33,0.849072,-1
5491,"Americans are hurting right now, and they're angry.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,8,37,-0.816743,-1
5493,"They're innocent victims of greed and excess on Wall Street and as well as Washington, D.C. And they're angry, and they have every reason to be angry.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,27,39,-0.739514,-1
5496,"But we also have to have a short-term fix, in my view, and long- term fixes.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,16,42,-0.281077,-1
5498,The catalyst for this housing crisis was the Fannie and Freddie Mae that caused subprime lending situation that now caused the housing market in America to collapse.,John McCain,Senator,REPUBLICAN,2008-10-15.txt,27,44,-0.795781,1
5502,"Now, I know the criticism of this.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,7,48,-0.379775,-1
5503,"Well, what about the citizen that stayed in their homes?",John McCain,Senator,REPUBLICAN,2008-10-15.txt,10,49,0.611286,-1
5506,And so we've got to reverse this.,John McCain,Senator,REPUBLICAN,2008-10-15.txt,7,52,0.0,-1
5512,I think everybody understands at this point that we are experiencing the worst financial crisis since the Great Depression.,Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,19,58,-0.698215,1
5527,And we've got to get the financial package working much quicker than it has been working.,Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,16,73,0.415692,-1
5528,"Last point I want to make, though.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,7,74,-0.301757,-1
5540,"Joe, I want to tell you, I'll not only help you buy that business that you worked your whole life for and be able -- and I'll keep your taxes low and I'll provide available and affordable health care for you and your employees.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,44,86,0.913633,-1
5541,And I will not have -- I will not stand for a tax increase on small business income.,John McCain,Senator,REPUBLICAN,2008-10-15.txt,18,87,-0.348866,-1
5542,Fifty percent of small business income taxes are paid by small businesses.,John McCain,Senator,REPUBLICAN,2008-10-15.txt,12,88,0.0,1
5552,"Exxon Mobil, and other oil companies, for example, would get an additional $4 billion in tax breaks.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,17,98,-0.406741,1
5553,"What I've said is I want to provide a tax cut for 95 percent of working Americans, 95 percent.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,19,99,-0.701412,1
5559,"And what I want to do is to make sure that the plumber, the nurse, the firefighter, the teacher, the young entrepreneur who doesn't yet have money, I want to give them a tax break now.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,36,105,-0.594459,-1
5562,"Not only do 98 percent of small businesses make less than $250,000, but I also want to give them additional tax breaks, because they are the drivers of the economy.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,30,108,-0.301628,1
5565,"In other words, we're going to take Joe's money, give it to Senator Obama, and let him spread the wealth around.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,21,111,0.0,-1
5570,Who -- why would you want to increase anybody's taxes right now?,John McCain,Senator,REPUBLICAN,2008-10-15.txt,12,116,-0.420727,-1
5571,"Why would you want to do that, anyone, anyone in America, when we have such a tough time, when these small business people, like Joe the plumber, are going to create jobs, unless you take that money from him and spread the wealth around.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,44,117,-0.467257,-1
5577,"Now, it is true that my friend and supporter, Warren Buffett, for example, could afford to pay a little more in taxes in order...",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,24,123,0.0,0
5582,"I would prefer that none of us had to pay taxes, including myself.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,13,128,-0.330833,-1
5583,"But ultimately, we've got to pay for the core investments that make this economy strong and somebody's got to do it.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,21,129,0.232223,-1
5587,"Well, I don't mind paying a little more.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,8,133,-0.467222,-1
5589,Our tax rate for business in America is 35 percent.,John McCain,Senator,REPUBLICAN,2008-10-15.txt,10,135,0.0,1
5592,We need to cut the business tax rate in America.,John McCain,Senator,REPUBLICAN,2008-10-15.txt,10,138,0.0,-1
5594,"Now, of all times in America, we need to cut people's taxes.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,12,140,-0.263191,-1
5595,"We need to encourage business, create jobs, not spread the wealth around.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,12,141,0.0,-1
5608,"Well, first of all, I think it's important for the American public to understand that the $750 billion rescue package, if it's structured properly, and, as president, I will make sure it's structured properly, means that ultimately taxpayers get their money back, and that's important to understand.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,47,154,0.842742,1
5609,But there is no doubt that we've been living beyond our means and we're going to have to make some adjustments.,Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,21,155,-0.400399,-1
5614,So let me get to that.,Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,6,160,0.0,-1
5622,"And I want to go through the federal budget line by line, page by page, programs that don't work, we should cut.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,22,168,-0.578098,-1
5625,I mentioned health care earlier.,Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,5,171,0.550583,0
5630,"And we're going to have to embrace a culture and an ethic of responsibility, all of us, corporations, the federal government, and individuals out there who may be living beyond their means.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,32,176,0.836964,-1
5635,"During the Depression era, we had a thing called the home ownership loan corporation.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,14,181,0.0,0
5641,But -- OK. All right.,John McCain,Senator,REPUBLICAN,2008-10-15.txt,5,187,0.526333,-1
5643,"Energy -- well, first -- second of all, energy independence.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,10,189,0.514014,-1
5644,We have to have nuclear power.,John McCain,Senator,REPUBLICAN,2008-10-15.txt,6,190,0.0,-1
5648,"OK, what -- what would I cut?",John McCain,Senator,REPUBLICAN,2008-10-15.txt,7,194,0.0,-1
5654,"Government spending has gone completely out of control; $10 trillion dollar debt we're giving to our kids, a half-a-trillion dollars we owe China.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,23,200,-0.62205,1
5655,I know how to save billions of dollars in defense spending.,John McCain,Senator,REPUBLICAN,2008-10-15.txt,11,201,-0.625464,-1
5665,Senator Obama has asked for nearly $1 billion in pork-barrel earmark projects...,John McCain,Senator,REPUBLICAN,2008-10-15.txt,12,211,0.0,1
5676,And I want to make sure that we are focused on those programs that work.,Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,15,222,0.0,-1
5683,"When President Bush came into office, we had a budget surplus and the national debt was a little over $5 trillion.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,21,229,-0.846376,1
5685,And we are now looking at a deficit of well over half a trillion dollars.,Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,15,231,-0.725554,1
5692,And let me tell you...,John McCain,Senator,REPUBLICAN,2008-10-15.txt,5,238,0.0,-1
5699,"He voted twice for a budget resolution that increases the taxes on individuals making $42,000 a year.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,17,245,0.0,1
5711,He voted for the last two budgets that had that $24 billion more in spending than the budget that the Bush administration proposed.,John McCain,Senator,REPUBLICAN,2008-10-15.txt,23,257,-0.746007,1
5713,"So the fact is, let's look at our records, Senator Obama.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,11,259,0.0,-1
5736,We need to move in a new direction.,Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,8,282,0.0,-1
5738,"Let me just say, Bob.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,5,284,0.0,-1
5764,So I think the tone of this campaign could have been very different.,John McCain,Senator,REPUBLICAN,2008-10-15.txt,13,310,0.0,-1
5773,"So I want to tell you, we will run a truthful campaign.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,12,319,0.0,-1
5774,This is a tough campaign.,John McCain,Senator,REPUBLICAN,2008-10-15.txt,5,320,0.0,-1
5778,"And when you looked into the camera in a debate with Senator Clinton and said, ""I will sit down and negotiate with John McCain about public financing before I make a decision,"" you didn't tell the American people the truth because you didn't.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,43,324,-0.288239,1
5779,And that's -- that's -- that's an unfortunate part.,John McCain,Senator,REPUBLICAN,2008-10-15.txt,9,325,-0.712141,-1
5780,Now we have the highest spending by Senator Obama's campaign than any time since Watergate.,John McCain,Senator,REPUBLICAN,2008-10-15.txt,15,326,0.0,1
5783,"Well, look, you know, I think that we expect presidential campaigns to be tough.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,14,329,0.55451,-1
5784,"I think that, if you look at the record and the impressions of the American people -- Bob, your network just did a poll, showing that two-thirds of the American people think that Senator McCain is running a negative campaign versus one-third of mine.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,44,330,-0.425913,1
5788,"And, now, I think the American people are less interested in our hurt feelings during the course of the campaign than addressing the issues that matter to them so deeply.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,30,334,-0.506648,-1
5815,You've got to read what he said...,John McCain,Senator,REPUBLICAN,2008-10-15.txt,7,361,0.0,-1
5823,"The important point here is, though, the American people have become so cynical about our politics, because all they see is a tit- for-tat and back-and-forth.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,26,369,-0.751035,-1
5827,We do and I hope...,John McCain,Senator,REPUBLICAN,2008-10-15.txt,5,373,0.0,-1
5830,"But when people suggest that I pal around with terrorists, then we're not talking about issues.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,16,376,-0.67411,-1
5849,"I mean, we can have a debate back and forth about the merits of each other's campaigns.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,17,395,0.332641,-1
5860,"Mr. Ayers, I don't care about an old washed-up terrorist.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,10,406,-0.763783,-1
5863,"The same front outfit organization that your campaign gave $832,000 for ""lighting and site selection.""",John McCain,Senator,REPUBLICAN,2008-10-15.txt,15,409,0.327779,1
5864,"So all of these things need to be examined, of course.",John McCain,Senator,REPUBLICAN,2008-10-15.txt,11,410,0.0,-1
5871,Bill Ayers is a professor of education in Chicago.,Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,9,417,0.0,0
5886,Let me tell you who I associate with.,Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,8,432,0.0,-1
5894,And the facts are facts and records are records.,John McCain,Senator,REPUBLICAN,2008-10-15.txt,9,440,0.0,-1
5907,"Well, Joe Biden, I think, is one of the finest public servants that has served in this country.",Barack Obama,Senator,DEMOCRAT,2008-10-15.txt,18,453,0.557184,-1
